queue_count,avg_service_time,active_counters,hour_of_day,day_of_week,actual_wait
193,7.44,4,17,4,353.23
171,11.77,5,14,0,383.62
141,3.99,4,16,3,146.06
206,14.95,1,15,2,2521.48
50,16.97,7,9,5,117.21
53,17.13,7,9,6,119.04
209,14.7,1,15,0,3043.91
133,12.96,3,10,0,483.85
142,7.54,2,17,0,572.76
113,15.25,6,17,4,307.82
245,15.96,3,10,3,1244.36
147,9.91,2,17,4,636.18
248,17.13,6,17,3,767.43
97,19.06,4,14,4,450.3
136,8.02,6,13,4,178.67
197,4.35,2,10,5,396.57
52,4.22,7,14,2,27.38
98,2.62,1,17,4,240.14
40,7.15,6,11,5,48.98
138,6.06,2,11,1,393.17
88,19.89,2,12,2,779.64
73,14.74,3,12,4,401.15
148,19.85,4,9,6,664.05
213,19.37,7,10,0,615.51
116,19.13,2,14,1,1133.28
215,5.77,7,13,1,179.6
144,18.16,4,12,5,592.71
241,5.44,7,17,1,198.62
147,5.32,4,10,2,207.69
118,2.73,7,16,4,44.44
129,14.75,2,12,4,1031.52
124,8.46,4,17,6,299.48
137,2.11,5,12,0,58.39
178,13.97,1,10,5,2725.82
129,6.32,3,14,0,303.08
89,11.32,1,17,1,992.06
46,14.45,3,15,6,222.48
124,11.5,7,9,0,255.28
142,5.45,2,17,2,389.65
75,7.37,4,14,4,150.79
174,17.79,3,17,1,1168.8
176,9.23,6,10,6,236.96
121,4.59,2,15,0,275.29
163,16.14,2,16,5,1544.28
98,14.9,3,16,2,487.94
175,7.93,2,13,2,680.77
261,5.56,3,15,0,506.54
280,2.43,4,15,4,188.18
250,17.26,4,11,0,1073.16
123,8.96,1,10,1,884.81
130,18.56,6,13,0,358.64
137,19.62,5,12,2,498.03
60,6.15,5,16,6,71.38
152,12.6,2,13,0,924.38
186,10.24,3,17,4,664.27
165,19.14,1,15,6,3249.93
143,9.2,2,9,5,702.1
183,19.69,4,10,3,1030.57
272,19.91,5,16,0,1037.6
217,14.54,4,16,4,709.32
227,18.04,2,10,6,1927.61
219,18.93,2,15,4,2471.32
243,15.65,7,16,5,520.41
112,2.28,2,12,2,122.29
279,15.95,1,11,4,4060.4
143,15.44,1,17,6,2357.31
133,19.78,7,10,4,354.46
245,9.97,7,11,4,362.64
254,17.86,6,16,4,677.37
196,10.39,3,10,1,612.56
178,13.42,3,13,1,838.68
45,15.59,5,16,2,133.34
103,8.94,2,15,0,349.51
107,15.85,4,12,4,456.29
92,4.65,2,17,5,215.32
125,4.7,1,10,0,638.8
93,4.47,2,15,5,206.8
226,12.1,2,15,0,1395.91
248,17.73,2,15,2,2578.74
150,10.52,2,15,4,875.31
130,14.72,6,13,4,278.1
87,17.01,3,9,3,543.07
145,3.58,3,12,5,209.97
191,9.01,7,13,0,259.63
133,2.88,6,12,0,67.67
228,17.29,5,15,1,779.79
207,12.02,5,10,3,520.7
225,15.52,3,10,6,1197.36
206,19.6,1,10,6,4750.16
207,6.87,5,11,1,320.07
85,18.04,6,13,1,246.19
89,3.17,7,17,1,42.96
111,3.32,1,11,5,338.72
99,7.4,6,14,5,130.68
177,10.35,7,14,2,248.09
177,9.8,7,14,2,244.07
114,17.88,2,13,1,960.25
218,14.6,2,10,3,1490.12
49,7.6,3,9,0,123.16
65,14.96,7,13,5,146.13
73,10.7,2,16,3,355.67
133,4.64,3,13,4,200.8
37,14.9,5,11,5,116.59
168,17.42,2,11,5,1206.94
241,11.29,7,10,2,405.6
248,3.98,4,15,0,207.99
272,15.92,7,10,0,550.33
93,7.16,5,14,6,139.39
227,3.0,1,16,6,773.43
224,7.55,6,16,6,295.0
53,2.22,6,10,6,23.41
160,7.81,4,14,4,308.64
165,2.64,4,11,4,109.72
228,9.55,3,17,5,649.95
164,16.4,3,11,1,1054.0
84,2.23,6,9,2,27.93
172,18.16,7,17,2,466.32
132,10.19,1,16,6,1211.65
129,7.05,1,10,5,921.57
117,10.85,5,11,3,229.74
211,19.76,3,15,1,1261.29
19,12.12,3,14,5,73.73
143,12.73,7,16,1,252.09
148,3.01,2,13,1,220.77
184,18.61,7,13,1,500.93
190,6.53,5,10,5,229.24
167,19.29,3,14,6,914.6
122,4.28,6,13,2,85.22
200,3.09,3,17,2,215.87
229,11.67,1,11,6,2545.56
149,4.17,5,13,1,115.84
93,18.14,4,11,3,406.01
117,14.03,1,17,0,1719.38
267,14.45,5,17,5,741.69
200,10.84,2,15,0,1025.78
2,11.26,4,9,6,6.39
169,19.09,1,17,3,4119.77
139,15.95,3,17,5,651.28
80,18.36,7,13,6,223.59
192,14.63,6,10,1,468.03
151,15.59,5,9,2,485.88
270,4.33,7,10,0,127.67
137,18.56,3,12,4,793.13
181,7.59,1,12,4,1318.57
59,13.98,1,9,3,809.9
165,10.68,1,16,1,1514.98
288,4.64,5,16,0,224.34
90,4.68,5,16,1,83.33
245,11.6,3,13,0,1122.44
192,15.08,1,10,3,2761.34
76,16.82,5,12,3,230.94
204,17.9,4,9,4,909.29
85,4.23,7,9,1,60.28
187,11.94,5,11,5,402.48
143,3.5,7,12,4,80.93
116,4.44,6,11,1,75.17
154,8.86,4,11,4,330.2
147,6.69,2,16,5,471.67
129,15.5,4,12,2,522.03
20,5.26,2,11,2,42.66
188,15.43,6,17,2,415.73
45,15.94,1,9,2,850.46
257,4.14,3,16,6,383.7
261,5.37,1,13,0,1512.25
73,9.59,5,16,6,169.56
220,6.94,6,11,6,226.96
117,12.87,7,14,6,215.55
89,19.98,2,15,2,893.61
196,10.92,2,16,5,1208.45
91,16.73,7,15,3,194.28
111,10.18,2,15,3,564.88
99,14.15,3,10,0,480.35
70,3.62,7,11,2,36.72
8,14.62,7,14,2,16.66
148,8.9,7,11,2,190.22
135,9.14,2,17,4,622.56
140,3.48,1,17,1,523.57
203,12.15,1,14,4,2724.14
43,17.33,6,9,1,135.99
135,2.37,2,9,2,165.42
151,8.27,6,12,2,198.98
162,5.42,3,16,4,279.18
120,3.65,2,11,4,181.74
185,19.77,6,12,1,600.26
61,16.69,5,14,3,172.5
46,6.28,6,17,1,48.03
183,6.66,2,12,4,600.65
114,16.38,3,11,5,530.78
83,9.39,4,17,4,195.36
229,18.33,1,15,5,4503.16
219,13.16,7,17,0,472.56
115,5.08,5,14,4,101.12
240,3.17,6,12,0,112.74
157,11.73,6,13,3,328.34
158,4.78,7,10,1,88.43
94,15.03,1,11,5,1460.77
243,16.09,3,13,1,1217.97
163,4.9,3,11,0,270.24
249,5.65,5,11,5,306.01
151,7.77,4,17,1,233.0
153,13.08,4,12,4,498.62
151,8.81,5,12,2,248.11
238,18.57,4,9,0,1239.3
163,2.96,4,15,1,99.81
192,15.71,7,17,0,459.14
112,15.16,3,16,6,631.32
94,8.23,7,10,0,104.22
100,7.1,1,14,5,692.81
128,3.3,2,13,6,224.95
163,13.27,7,16,5,310.98
54,2.57,4,9,2,35.22
57,19.88,4,17,6,338.04
103,10.4,4,17,4,286.01
146,2.21,4,15,0,64.89
141,11.61,3,16,1,494.01
206,9.21,2,17,3,931.72
181,9.36,3,13,0,564.47
119,8.66,3,10,0,356.4
138,4.49,3,9,2,215.97
267,11.82,6,13,4,570.98
235,14.41,4,16,3,1076.59
121,6.77,4,12,6,220.46
45,3.5,2,12,6,79.81
88,10.29,3,12,6,324.99
209,3.11,7,16,5,96.97
105,12.69,2,15,5,622.07
127,5.68,2,9,1,357.67
42,2.49,2,14,3,52.58
141,16.31,4,12,6,643.53
214,9.9,3,10,5,744.27
257,9.14,4,11,1,570.12
175,11.55,3,12,4,640.75
231,5.8,7,15,1,179.92
192,4.51,3,9,5,288.16
164,12.0,3,9,2,492.65
215,14.1,7,11,2,425.74
82,14.29,1,10,6,1101.0
34,6.16,1,11,2,220.13
172,2.87,2,11,6,251.55
193,9.48,4,9,6,418.94
117,11.12,7,14,5,185.21
121,19.18,4,16,2,495.92
125,2.59,2,13,6,163.26
186,6.04,2,9,3,574.12
153,15.43,2,15,4,1163.15
96,15.78,4,17,1,405.23
100,13.14,6,15,1,222.07
174,3.93,6,17,5,121.24
63,12.91,7,17,2,114.08
166,13.49,7,10,2,314.09
252,11.97,5,16,6,545.52
207,14.3,2,15,0,1508.93
101,14.95,7,15,6,216.07
74,17.45,3,10,4,459.99
45,10.57,2,9,3,250.33
203,18.12,4,12,1,980.28
99,11.5,3,15,6,380.91
201,10.91,5,14,0,510.23
134,4.47,5,10,0,129.36
202,3.65,4,15,6,196.45
165,11.68,2,17,5,989.21
89,2.6,7,10,1,28.54
73,15.59,3,13,5,337.21
167,14.01,6,10,3,343.62
111,17.12,3,9,0,622.22
252,16.58,3,15,0,1291.48
241,3.43,6,10,4,143.96
55,5.65,3,14,3,109.07
213,3.51,4,15,0,188.02
16,3.49,3,9,3,18.92
201,19.84,5,17,1,868.56
0,13.97,1,14,2,0.0
256,2.09,7,10,0,70.04
91,7.41,3,9,4,183.94
162,6.24,3,9,1,301.8
73,11.26,2,10,6,417.63
152,5.99,7,17,3,156.03
180,8.44,1,10,6,1335.73
51,9.42,3,9,5,153.05
115,12.59,7,12,1,214.0
232,5.67,3,17,6,427.71
186,13.31,7,16,0,393.29
159,8.97,5,15,3,306.0
258,4.5,4,16,2,341.6
237,6.36,4,10,1,366.83
160,10.88,5,13,0,348.24
163,16.68,3,15,4,973.64
168,19.24,4,9,5,758.1
57,6.48,5,14,3,70.67
222,17.98,2,15,1,2030.96
132,18.77,2,16,1,1196.87
55,14.85,1,13,2,775.66
136,16.95,2,16,2,1163.57
148,6.73,1,9,4,903.94
214,19.36,4,12,5,934.64
81,9.05,6,14,4,111.31
253,16.61,3,12,0,1332.96
137,5.17,4,13,0,179.13
173,2.62,1,10,4,487.05
85,16.7,5,15,5,275.02
206,4.87,1,17,4,1000.4
169,10.57,4,15,5,449.95
18,19.61,6,9,5,60.67
169,17.52,7,10,6,445.36
85,10.49,3,16,3,258.84
194,10.56,2,9,5,1152.44
144,19.05,2,10,2,1415.39
150,18.54,7,13,5,369.32
16,5.27,1,14,5,87.36
76,16.36,6,9,5,236.5
168,17.93,6,9,6,599.38
204,6.36,3,10,6,421.13
179,10.51,4,11,0,406.62
182,12.55,2,17,6,1129.18
171,5.8,6,11,2,164.1
92,13.72,3,16,2,378.18
84,19.08,3,14,6,538.4
187,6.26,2,13,4,657.96
164,12.15,5,17,3,428.71
268,12.15,6,16,6,570.15
186,2.14,5,11,5,76.84
60,19.98,4,15,1,284.02
192,2.22,3,12,3,145.63
167,10.02,3,16,3,517.96
106,16.95,7,15,2,286.74
83,4.02,3,11,3,114.73
178,13.36,1,15,6,2150.18
163,14.57,6,14,5,407.29
54,16.78,7,14,5,145.74
201,11.71,4,11,0,547.5
226,13.73,4,12,5,760.3
89,17.72,7,12,5,230.08
191,19.56,3,14,2,1301.64
164,16.77,3,17,5,911.13
115,12.73,1,13,0,1383.55
223,3.67,1,16,1,806.42
131,7.91,6,13,6,147.88
111,10.62,5,14,2,242.98
44,17.12,6,14,1,139.37
217,6.01,7,12,2,187.86
222,17.24,7,13,4,499.51
144,10.58,2,12,3,750.3
87,14.69,3,10,4,416.5
79,6.51,6,10,5,97.42
180,4.4,1,16,1,843.17
129,10.66,2,12,5,599.28
155,2.89,4,17,3,114.23
65,19.43,1,14,2,1105.96
266,2.59,3,13,3,234.25
196,4.57,5,15,0,174.04
49,9.8,5,14,3,103.02
77,13.5,6,12,0,168.5
127,12.94,7,17,3,234.26
197,8.0,2,14,6,787.16
119,7.6,6,11,0,121.82
166,16.88,3,12,1,972.22
245,4.11,5,12,5,212.52
148,15.27,3,16,5,785.46
126,2.46,3,13,4,84.67
118,7.47,4,16,5,246.31
87,11.49,5,16,2,225.67
38,12.37,3,14,6,165.31
255,16.13,2,13,3,2048.05
71,19.48,6,10,4,228.17
62,14.94,1,9,2,948.62
124,5.64,2,15,2,357.48
135,14.32,4,15,0,529.88
126,8.91,6,10,5,204.61
32,4.84,6,11,1,25.89
87,2.14,6,16,1,35.54
164,4.85,5,12,4,155.99
244,18.9,5,13,6,759.4
242,16.43,1,15,1,4546.83
190,14.32,5,16,3,611.2
183,2.33,2,9,1,173.5
241,5.39,6,15,4,195.53
110,19.62,4,11,1,522.79
197,19.37,7,13,3,556.23
229,12.19,5,9,0,545.67
139,17.64,1,11,6,2328.87
156,17.05,1,13,4,2528.25
42,3.51,3,9,0,48.76
47,5.28,1,10,0,258.26
221,10.59,6,11,0,484.67
141,16.95,4,16,2,622.15
45,17.03,6,13,6,126.37
30,2.66,2,13,5,37.27
112,11.78,3,11,6,472.3
172,14.94,5,17,2,469.13
143,3.13,6,17,5,66.91
139,5.15,5,10,6,138.34
74,9.52,2,16,0,331.29
207,16.3,7,9,4,454.93
89,6.81,3,13,5,209.35
227,17.88,4,15,3,1111.86
115,19.1,4,16,3,560.64
277,9.31,4,16,1,662.66
160,14.35,2,14,5,1127.73
58,18.94,2,15,4,530.81
76,15.52,6,12,2,192.16
159,15.28,6,15,0,458.95
96,8.43,4,15,1,219.72
148,17.72,5,17,3,566.6
36,19.57,2,10,2,392.0
155,10.61,6,16,2,301.23
123,4.19,5,17,0,111.38
146,14.54,3,11,5,698.17
84,19.65,4,16,3,345.51
141,15.76,7,9,4,320.19
90,12.48,4,13,2,304.64
185,4.26,7,9,0,103.39
153,17.16,2,9,4,1184.36
86,6.59,6,14,5,91.16
104,13.1,2,13,3,605.81
198,3.03,2,13,5,285.63
178,13.27,6,10,2,313.05
206,12.49,4,17,4,708.83
245,5.67,3,13,4,434.57
136,7.92,5,11,4,236.66
38,19.38,5,15,2,144.57
187,2.31,6,14,2,65.66
196,6.21,2,14,5,507.84
159,6.78,4,13,1,214.75
219,19.16,7,12,5,577.18
0,12.0,4,14,3,0.0
172,4.11,6,15,0,109.11
121,4.6,3,16,4,177.98
151,11.88,4,10,1,476.53
221,11.64,1,12,0,2381.28
173,16.29,4,15,1,623.2
195,8.08,1,11,6,1510.77
235,4.31,1,13,5,962.91
99,2.67,5,15,2,50.75
249,14.42,2,17,4,1814.33
185,2.96,7,14,5,71.99
179,4.09,1,10,0,634.8
130,10.7,4,17,6,368.07
28,8.66,6,14,6,38.97
164,13.74,3,10,6,756.13
138,13.46,6,9,0,293.5
149,19.2,7,12,0,390.46
214,7.09,7,10,0,189.77
290,11.98,4,15,0,841.68
219,15.18,6,15,6,545.65
120,4.81,6,11,6,82.06
11,19.66,5,9,1,37.04
171,16.99,5,10,5,625.89
123,5.29,7,16,4,105.34
139,15.52,3,12,2,579.46
180,18.13,5,11,6,569.18
162,2.31,7,15,2,52.46
182,2.44,1,12,5,474.48
82,5.72,2,10,5,267.88
204,15.9,1,11,2,3385.84
253,12.23,6,12,6,501.67
35,4.45,3,9,2,49.13
187,13.73,2,16,1,1031.21
52,4.98,7,16,3,42.57
201,5.21,2,13,6,545.85
119,16.65,4,14,6,570.34
163,13.11,7,12,4,310.38
67,9.7,3,11,0,220.85
141,17.43,5,11,3,463.69
259,3.08,3,12,5,249.43
86,11.22,6,14,6,164.97
155,11.18,3,10,2,593.44
74,13.6,6,14,3,170.07
159,10.01,4,16,4,342.1
58,2.29,3,17,5,44.71
125,3.98,7,12,0,75.3
213,9.29,1,13,0,2086.24
145,2.18,7,16,4,41.69
272,16.33,1,10,4,3807.92
140,16.27,3,10,2,638.18
159,15.44,4,17,6,517.89
156,19.28,3,14,0,1062.91
221,16.35,6,17,5,552.22
252,7.14,7,15,3,231.02
116,17.03,3,13,5,643.89
88,3.65,1,17,1,350.65
67,3.14,4,17,1,52.31
300,5.93,2,10,4,864.97
185,16.76,6,16,2,556.86
249,7.46,6,16,1,349.84
237,17.14,7,10,0,560.99
169,16.92,7,15,5,357.08
199,16.72,2,9,5,1826.35
222,19.18,6,13,4,845.79
176,5.91,6,13,6,170.79
113,13.11,4,13,6,373.58
181,3.94,4,10,3,172.88
185,17.98,2,11,4,1702.89
197,8.66,3,14,3,584.97
174,6.16,1,9,6,1113.98
173,9.82,1,14,4,1695.9
198,10.88,2,14,4,1182.91
149,3.9,5,15,4,112.31
202,2.41,7,17,6,79.59
147,2.43,6,17,3,54.55
241,11.88,7,12,3,396.7
107,11.05,5,10,4,193.24
106,17.02,3,13,1,495.34
47,15.91,2,9,2,407.69
206,14.49,2,13,6,1491.42
126,16.02,5,11,2,425.38
125,19.25,6,15,2,477.87
98,14.25,3,15,3,401.5
146,12.73,5,11,3,371.65
111,3.65,5,13,1,87.99
157,18.24,5,17,2,528.14
231,5.69,1,12,2,1258.05
121,12.62,2,10,4,782.69
238,17.0,3,11,3,1474.97
60,9.09,3,9,2,182.5
154,4.09,2,13,5,351.32
193,18.37,1,17,1,3171.4
114,6.81,2,10,5,329.9
206,2.1,3,11,5,135.49
199,3.54,3,11,6,239.01
142,14.49,6,15,6,339.7
117,6.01,1,15,1,607.28
12,13.17,7,9,5,25.04
155,11.13,2,11,2,730.26
163,2.89,7,9,3,66.69
198,9.49,1,17,1,1652.82
133,4.45,5,15,4,113.53
131,10.24,2,13,5,694.96
62,2.68,4,15,1,40.9
198,18.8,1,11,0,3159.49
154,15.57,7,11,0,324.31
42,16.47,4,9,6,168.11
213,18.58,6,13,3,790.09
193,15.3,7,15,2,478.21
145,6.89,1,11,3,935.4
188,4.2,3,13,3,264.79
128,5.48,4,9,3,173.8
125,16.76,3,15,3,784.65
280,19.67,7,16,4,862.45
192,15.41,3,16,4,848.13
161,15.42,3,9,6,870.55
113,10.53,3,12,1,400.88
270,6.33,2,17,0,918.93
163,9.97,2,10,3,809.01
54,15.37,5,9,6,157.35
132,12.92,3,14,1,577.28
160,12.18,7,9,0,274.03
84,14.37,5,14,5,191.73
4,6.64,5,9,2,4.59
197,15.55,4,14,4,705.89
250,12.81,1,17,5,2912.39
153,7.37,7,13,0,173.6
195,17.7,3,12,5,1111.88
107,10.73,2,16,2,496.09
75,6.32,4,12,6,115.59
173,3.85,6,12,0,108.62
68,2.17,7,17,5,20.23
222,6.55,6,9,4,186.0
115,19.5,6,11,4,352.72
135,6.87,7,12,1,146.64
220,16.17,6,16,5,633.06
63,11.15,2,9,3,354.84
67,16.29,5,11,5,232.2
147,9.93,1,10,6,1479.21
143,19.18,5,14,0,550.17
61,6.94,7,17,0,58.07
98,15.8,5,17,6,280.95
259,6.54,1,13,5,1821.33
202,16.52,3,11,6,1080.81
248,8.77,5,16,2,556.58
117,18.81,3,17,6,743.09
248,16.38,7,17,4,585.44
83,7.48,4,9,6,153.81
170,13.09,3,13,0,851.71
253,5.21,4,17,4,347.71
239,2.74,6,11,0,118.71
123,15.07,7,15,1,250.49
88,8.79,1,17,3,862.32
113,12.22,7,10,0,173.53
108,10.23,5,10,4,244.16
101,15.9,5,13,1,273.87
111,17.8,7,16,0,296.38
202,10.25,5,13,2,453.25
122,2.81,4,16,6,106.28
68,4.02,7,12,3,47.05
219,5.11,1,17,0,1116.03
223,4.74,6,12,1,173.47
156,10.15,7,13,2,190.39
180,15.03,5,15,5,526.39
242,5.26,7,17,1,185.2
238,12.81,1,13,6,3095.86
160,19.8,5,15,1,675.9
190,11.79,7,12,2,294.89
239,7.54,6,10,1,315.2
96,6.87,2,10,2,334.28
121,15.36,1,13,0,1747.12
107,7.4,4,10,2,150.29
123,8.99,6,10,2,192.97
214,10.26,6,10,3,403.19
158,2.48,5,12,2,78.7
203,8.95,1,16,2,1771.33
204,8.79,6,15,5,310.72
130,4.07,2,13,0,256.09
198,13.09,6,15,6,468.91
146,14.82,5,14,3,460.67
183,6.49,6,16,5,215.08
144,15.53,1,16,4,2401.66
211,2.64,2,15,0,286.18
149,14.43,3,13,0,570.15
116,15.44,4,14,4,440.48
125,13.1,4,16,6,366.16
224,7.04,5,15,2,301.82
163,19.26,5,13,5,754.67
219,17.95,1,16,1,3658.24
115,12.91,5,12,3,297.98
40,7.56,5,14,1,62.7
174,3.1,5,12,4,112.17
202,5.25,2,13,0,588.85
180,3.96,7,11,6,106.19
120,19.65,1,10,0,2589.38
168,10.67,4,9,3,383.34
255,13.8,6,11,0,577.89
211,7.12,5,9,0,279.78
6,18.15,4,14,3,25.76
155,2.5,7,10,5,60.8
117,6.41,3,11,5,222.55
131,19.65,4,16,3,648.5
108,19.63,4,13,6,490.14
98,19.45,3,10,4,741.29
247,16.94,7,10,0,621.77
69,5.24,2,11,6,177.22
212,2.43,3,11,0,154.76
156,10.5,5,16,4,277.66
74,9.31,6,13,5,106.94
66,7.03,7,16,6,71.34
106,16.77,6,12,2,294.52
83,19.32,3,17,2,516.65
49,16.03,6,11,2,150.27
179,11.03,5,10,5,379.0
182,4.99,7,14,5,123.96
134,19.23,1,12,4,2696.41
81,6.46,7,10,0,80.84
115,3.0,5,14,4,79.82
155,13.84,4,12,4,429.9
174,15.49,6,12,5,464.66
99,19.47,3,12,2,667.05
90,4.88,2,12,1,199.62
300,15.5,1,16,0,5060.13
104,17.67,1,9,5,1810.37
200,11.57,1,17,2,1885.17
96,8.47,1,11,6,842.18
172,7.55,4,13,1,350.25
192,12.38,6,13,1,396.72
95,18.59,3,12,5,500.36
113,4.83,2,12,3,271.03
235,15.08,2,15,0,2040.22
184,11.02,7,12,1,281.06
185,11.23,2,11,5,979.89
111,11.01,3,17,5,395.36
189,16.3,6,12,2,588.47
203,2.27,3,12,6,178.36
93,2.51,7,16,3,40.03
93,15.78,6,15,0,240.79
139,12.42,2,12,4,777.9
202,5.55,5,16,6,240.17
203,14.52,5,10,6,641.13
129,5.99,5,17,2,146.5
43,15.93,1,10,1,562.9
139,17.02,2,11,1,1170.1
61,10.09,6,14,2,97.57
183,19.97,1,15,5,3299.4
211,19.82,2,17,1,2169.24
175,8.46,4,16,3,377.11
97,9.22,4,14,0,221.28
151,13.72,5,16,6,375.69
64,8.88,6,13,6,119.07
142,19.37,4,17,3,777.99
184,5.73,1,12,1,1035.07
167,19.28,5,9,6,642.63
242,2.9,4,16,4,174.18
151,18.1,2,13,0,1513.41
165,7.29,6,17,0,191.24
84,3.19,6,11,6,41.91
119,16.53,4,17,2,487.32
107,13.39,6,16,6,275.6
124,16.17,6,14,2,358.22
168,7.03,5,16,6,213.16
219,4.07,4,16,4,233.75
127,5.13,4,15,5,178.98
124,14.02,2,15,0,1024.94
195,3.2,2,11,6,306.41
171,12.37,6,15,4,337.94
220,13.44,4,11,2,675.49
233,17.74,1,17,2,4382.87
167,6.08,4,13,0,288.99
52,4.05,1,16,3,208.29
164,6.57,6,11,6,148.88
191,15.8,6,11,1,494.84
65,11.86,7,11,2,102.37
257,17.93,7,16,5,663.18
235,6.2,6,17,5,193.48
219,12.52,4,15,2,654.67
184,16.23,5,9,3,457.4
14,4.07,4,14,3,14.15
289,8.53,7,11,4,343.79
4,11.72,7,9,5,5.95
295,10.2,6,10,4,546.7
98,7.76,7,11,5,94.95
74,9.03,1,15,6,522.2
126,16.43,2,14,6,1020.61
39,5.52,7,10,1,31.86
60,12.03,1,13,6,715.66
176,8.07,4,9,1,388.7
99,17.58,6,11,6,312.51
36,8.13,2,9,0,155.28
126,4.68,4,11,6,158.24
261,18.75,3,10,4,1679.13
144,2.34,4,12,2,79.95
180,19.89,3,13,4,1216.99
63,7.28,6,11,2,70.54
173,8.18,1,13,3,1426.0
200,14.36,1,15,4,2611.91
137,9.4,4,17,3,345.6
151,4.19,2,16,1,319.94
54,8.7,7,14,1,60.42
137,13.17,1,17,0,1979.5
213,6.66,3,16,6,505.68
107,18.98,2,12,4,1031.92
189,13.52,7,10,3,390.44
174,15.29,4,17,2,729.57
77,9.76,3,14,1,280.79
77,15.17,4,16,6,317.34
39,7.85,7,16,1,39.99
79,15.83,2,12,2,652.07
155,18.0,5,13,6,650.2
116,10.99,2,9,6,654.42
131,13.52,6,17,3,307.2
180,9.73,2,15,3,875.98
238,13.01,1,9,4,2738.74
232,16.74,1,11,4,3908.89
113,4.62,2,17,5,256.63
76,14.25,4,9,5,279.6
168,6.75,3,14,0,333.77
75,5.34,6,13,1,73.2
231,5.97,3,12,4,516.62
143,4.44,6,9,3,99.16
76,15.22,3,15,2,398.91
31,4.97,6,9,3,22.91
134,7.3,7,9,1,129.92
104,18.32,1,10,5,1780.33
125,12.33,7,17,3,253.51
123,2.21,4,9,0,71.57
250,7.32,3,16,1,579.72
196,6.83,1,9,5,1482.75
149,2.1,1,9,2,277.91
143,16.81,6,17,5,418.15
129,16.71,5,16,6,419.93
156,19.04,1,9,0,3096.86
246,7.7,5,15,1,349.97
213,20.0,6,16,2,706.14
224,17.72,5,10,0,846.97
112,10.29,6,12,5,173.63
64,14.87,4,10,0,217.97
10,5.97,7,14,1,9.5
132,11.87,1,13,4,1402.62
139,2.52,3,13,0,116.88
205,6.47,3,16,6,462.67
98,7.85,4,9,0,209.33
193,4.9,1,10,5,1087.09
80,4.41,3,9,5,130.34
132,15.04,4,12,2,435.5
154,10.43,6,10,5,313.58
152,8.99,1,15,3,1429.4
149,8.93,5,13,1,257.8
38,8.18,7,13,1,45.57
49,15.23,5,9,4,184.78
127,15.32,4,10,4,502.59
220,9.92,2,13,1,890.37
183,3.38,5,15,6,133.28
25,2.1,6,9,4,8.84
179,19.48,6,15,2,588.58
249,18.97,2,10,5,2909.41
149,5.58,1,10,1,776.39
229,7.8,2,17,4,918.5
164,16.39,1,16,1,2655.57
65,7.94,3,12,3,193.97
150,5.75,1,13,0,793.98
117,6.43,1,17,5,802.13
218,14.9,1,12,1,3184.61
197,11.5,5,16,0,477.89
118,7.64,7,13,4,135.1
174,7.37,4,9,0,300.38
205,15.74,7,15,5,481.0
197,14.33,3,11,1,960.85
222,14.41,4,15,3,657.94
182,5.16,1,16,6,933.28
153,7.49,6,12,4,198.88
41,13.66,7,14,1,69.96
78,11.85,5,15,5,159.96
108,14.5,2,16,4,696.83
200,14.15,3,11,2,873.2
136,15.17,5,15,0,461.55
206,16.45,7,13,6,439.93
128,15.7,4,15,5,423.9
85,17.08,5,14,2,257.86
146,11.61,3,13,1,672.66
176,10.23,3,11,3,565.17
128,16.22,1,10,4,1942.53
286,5.41,4,11,0,374.55
158,7.12,1,10,4,1204.98
215,13.91,1,11,6,3821.2
129,20.0,5,10,1,533.76
63,8.15,6,9,4,83.0
102,18.23,2,17,0,1023.11
74,18.08,7,13,1,226.19
134,7.19,1,17,4,911.77
166,13.7,5,16,3,454.78
73,9.69,5,15,5,157.44
12,18.64,7,14,1,33.33
130,19.63,5,12,5,484.29
224,13.17,1,15,1,2524.36
70,17.28,3,15,3,420.68
169,7.51,2,9,5,527.56
223,3.83,4,17,2,213.79
214,16.21,7,12,0,398.94
62,11.71,7,15,2,102.33
242,18.11,3,17,4,1513.73
81,19.83,3,10,3,543.16
175,3.71,2,16,2,288.08
80,18.71,3,12,1,512.68
190,9.15,7,12,4,257.56
155,14.05,1,11,4,2074.11
208,5.12,4,12,2,313.1
140,19.79,5,17,2,537.88
76,15.11,6,9,3,207.97
117,9.2,2,17,0,514.54
92,18.0,2,17,2,902.37
1,9.4,5,9,6,2.25
156,4.95,2,17,2,469.31
50,2.57,4,14,5,28.74
112,18.53,1,16,1,1860.22
257,2.57,6,16,6,115.83
253,15.9,6,16,6,781.77
86,13.8,7,16,5,190.12
184,3.72,1,9,5,697.92
186,17.89,7,9,4,491.92
179,13.44,1,15,0,2348.54
129,17.2,3,17,1,815.72
125,16.74,4,16,3,522.84
85,9.14,3,13,6,268.2
120,10.64,1,16,3,1081.61
25,19.84,2,17,2,257.79
221,2.31,2,15,2,316.22
73,6.36,4,11,3,130.44
139,10.62,2,17,2,786.32
151,15.02,3,13,0,788.34
69,11.5,7,16,5,114.11
37,13.97,4,9,2,114.23
73,4.72,7,9,4,44.88
214,9.23,2,11,2,893.51
242,17.53,2,10,1,2450.62
258,12.23,4,13,0,720.23
164,12.28,1,17,1,1863.2
135,6.35,7,17,1,136.68
152,4.98,2,16,4,320.23
